Name:  Pine Wood
Type:  Manmade materials
Class:  General Construction Materials
Subclass:  Woods
Particle Size: Solid
Sample No.:  0404UUUWOD
Owner:  National Photographic Interpretation Center 
Wavelength Range:  All
Origin: Spectra obtained from the Noncoventional Exploitation Factors 
Data System of the National Photographic Interpretation Center.
Description:  General construction pine wood lumber. Sample was 
bare and weathered.




Measurement:  Directional (10 Degree) Hemispherical Reflectance
First Column:  X
Second Column:  Y  
X Units:  Wavelength (micrometers)
Y Units:  Reflectance (percent)
First X Value: 0.3
Last X Value: 12.5
Number of X Values: 536
Additional Information:  None
	
0.3	3.9064
0.302	3.9064
0.304	3.9064
0.306	3.9064
0.308	3.9064
0.31	3.9064
0.312	3.9064
0.314	4.0092
0.316	4.0092
0.318	4.0092
0.32	4.0092
0.322	4.0092
0.324	4.112
0.326	4.112
0.328	4.112
0.33	4.2148
0.332	4.2148
0.334	4.2148
0.336	4.3176
0.338	4.4204
0.34	4.4204
0.342	4.5232
0.344	4.626
0.346	4.626
0.348	4.7288
0.35	4.8316
0.352	4.9344
0.354	5.0372
0.356	5.14
0.358	5.2428
0.36	5.3456
0.362	5.4484
0.364	5.5512
0.366	5.654
0.368	5.8596
0.37	5.9624
0.372	6.168
0.374	6.3736
0.376	6.5792
0.378	6.7848
0.38	7.0932
0.382	7.4016
0.384	7.6072
0.386	8.0184
0.388	8.3268
0.39	8.6352
0.392	9.0464
0.394	9.4576
0.396	9.8688
0.398	10.3828
0.4	10.794
0.402	11.308
0.404	11.822
0.406	12.336
0.408	12.85
0.41	13.364
0.412	13.878
0.414	14.4948
0.416	15.0088
0.418	15.5228
0.42	16.1396
0.422	16.6536
0.424	17.1676
0.426	17.6816
0.428	18.1956
0.43	18.8124
0.432	19.3264
0.434	19.7376
0.436	20.3544
0.438	20.7656
0.44	21.2796
0.442	21.7936
0.444	22.3076
0.446	22.8216
0.448	23.3356
0.45	23.8496
0.452	24.3636
0.454	24.8776
0.456	25.2888
0.458	25.8028
0.46	26.214
0.462	26.728
0.464	27.242
0.466	27.756
0.468	28.27
0.47	28.6812
0.472	29.1952
0.474	29.7092
0.476	30.2232
0.478	30.7372
0.48	31.1484
0.482	31.7652
0.484	32.2792
0.486	32.7932
0.488	33.3072
0.49	33.8212
0.492	34.3352
0.494	34.7464
0.496	35.2604
0.498	35.6716
0.5	36.1856
0.502	36.5968
0.504	37.1108
0.506	37.6248
0.508	38.1388
0.51	38.6528
0.512	39.2696
0.514	39.7836
0.516	40.2976
0.518	40.8116
0.52	41.3256
0.522	41.9424
0.524	42.4564
0.526	42.9704
0.528	43.5872
0.53	44.1012
0.532	44.718
0.534	45.232
0.536	45.746
0.538	46.3628
0.54	46.8768
0.542	47.4936
0.544	48.0076
0.546	48.6244
0.548	49.1384
0.55	49.7552
0.552	50.2692
0.554	50.886
0.556	51.4
0.558	52.0168
0.56	52.5308
0.562	53.1476
0.564	53.7644
0.566	54.2784
0.568	54.8952
0.57	55.4092
0.572	56.026
0.574	56.54
0.576	57.1568
0.578	57.6708
0.58	58.2876
0.582	58.8016
0.584	59.4184
0.586	59.9324
0.588	60.5492
0.59	61.0632
0.592	61.68
0.594	62.194
0.596	62.708
0.598	63.222
0.6	63.8388
0.602	64.3528
0.604	64.8668
0.606	65.3808
0.608	65.8948
0.61	66.4088
0.612	66.9228
0.614	67.4368
0.616	67.9508
0.618	68.4648
0.62	68.9788
0.622	69.4928
0.624	69.904
0.626	70.418
0.628	70.8292
0.63	71.3432
0.632	71.7544
0.634	72.2684
0.636	72.6796
0.638	73.1936
0.64	73.6048
0.642	74.016
0.644	74.4272
0.646	74.8384
0.648	75.2496
0.65	75.6608
0.652	76.072
0.654	76.4832
0.656	76.8944
0.658	77.2028
0.66	77.614
0.662	77.9224
0.664	78.3336
0.666	78.642
0.668	78.9504
0.67	79.3616
0.672	79.67
0.674	79.9784
0.676	80.2868
0.678	80.5952
0.68	80.9036
0.682	81.212
0.684	81.5204
0.686	81.726
0.688	82.0344
0.69	82.24
0.692	82.5484
0.694	82.754
0.696	83.0624
0.698	83.3708
0.7	83.5764
0.702	83.782
0.704	83.9876
0.706	84.296
0.708	84.5016
0.71	84.7072
0.712	84.9128
0.714	85.1184
0.716	85.324
0.718	85.5296
0.72	85.7352
0.722	85.9408
0.724	86.0436
0.726	86.2492
0.728	86.352
0.73	86.5576
0.732	86.7632
0.734	86.866
0.736	86.9688
0.738	87.1744
0.74	87.2772
0.742	87.38
0.744	87.4828
0.746	87.5856
0.748	87.6884
0.75	87.7912
0.752	87.894
0.754	87.9968
0.756	88.0996
0.758	88.2024
0.76	88.3052
0.762	88.408
0.764	88.408
0.766	88.6136
0.768	88.6136
0.77	88.7164
0.772	88.8192
0.774	88.922
0.776	88.922
0.778	89.0248
0.78	89.2304
0.782	89.2304
0.784	89.3332
0.786	89.436
0.788	89.5388
0.79	89.6416
0.792	89.7444
0.794	89.8472
0.796	89.8472
0.798	89.8472
0.8	89.95
0.82	90.7724
0.84	91.3892
0.86	91.9032
0.88	92.3144
0.9	91.9032
0.92	91.5948
0.94	91.492
0.96	90.6696
0.98	89.1276
1	88.7164
1.02	89.2304
1.04	89.8472
1.06	90.3612
1.08	90.978
1.1	91.492
1.12	90.8752
1.14	88.2024
1.16	85.1184
1.18	82.5484
1.2	80.5952
1.22	80.4924
1.24	82.0344
1.26	83.1652
1.28	84.0904
1.3	85.0156
1.32	84.3988
1.34	81.3148
1.36	76.8944
1.38	73.9132
1.4	68.362
1.42	59.0072
1.44	53.97
1.46	52.942
1.48	52.7364
1.5	53.8672
1.52	55.2036
1.54	56.026
1.56	56.9512
1.58	57.8764
1.6	59.624
1.62	62.194
1.64	63.8388
1.66	63.4276
1.68	62.3996
1.7	61.5772
1.72	60.7548
1.74	60.5492
1.76	60.138
1.78	59.8296
1.8	60.138
1.82	60.5492
1.84	61.2688
1.86	61.5772
1.88	57.8764
1.9	47.4936
1.92	38.7556
1.94	38.9612
1.96	42.0452
1.98	45.4376
2	47.802
2.02	47.802
2.04	45.0264
2.06	41.4284
2.08	39.064
2.1	38.2416
2.12	38.55
2.14	39.4752
2.16	41.12
2.18	43.0732
2.2	44.204
2.22	44.3068
2.24	41.5142
2.26	36.2267
2.28	35.0187
2.3	35.2559
2.32	33.9221
2.34	32.971
2.36	33.974
2.38	34.3105
2.4	34.166
2.42	33.5605
2.44	31.1005
2.46	27.6743
2.48	25.1948
2.5	25.0642
2.52	25.8197
2.54	27.4748
2.56	28.2209
2.58	29.3887
2.6	30.6618
2.62	30.7524
2.64	31.1154
2.66	29.692
2.68	28.2503
2.7	25.7249
2.72	19.645
